DayOfWeek,Date,DepTime,ArrTime,CRSArrTime,UniqueCarrier,Airline,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Org_Airport,Dest,Dest_Airport,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,DepHour,DepMinute,DepDatetime,Month,Hour,Route,DepDateTime,ArrDateTime,CRSArrDateTime
Sunday,2019-02-03,2122,2212,2140,WN,Southwest Airlines Co.,1560,N276WN,50,60,40,32,42,BWI,Baltimore-Washington International Airport,ISP,Long Island MacArthur Airport,220,3,7,0,N,0,32,0,0,0,0,21,22,2019-02-03 21:22:00,2,21,BWI-ISP,2019-02-03 21:22:00,2019-02-03 22:12:00,2019-02-03 21:40:00
Friday,2019-06-21,956,1543,1520,WN,Southwest Airlines Co.,1873,N790SW,227,220,206,23,16,DEN,Denver International Airport,MCO,Orlando International Airport,1545,13,8,0,N,0,0,16,7,0,0,9,56,2019-06-21 09:56:00,6,9,DEN-MCO,2019-06-21 09:56:00,2019-06-21 15:43:00,2019-06-21 15:20:00
Thursday,2019-04-04,706,742,655,EV,Atlantic Southeast Airlines,4514,N932EV,36,40,23,47,51,CSG,Columbus Metropolitan Airport,ATL,Hartsfield-Jackson Atlanta International Airport,83,6,7,0,N,0,0,47,0,0,0,7,6,2019-04-04 07:06:00,4,7,CSG-ATL,2019-04-04 07:06:00,2019-04-04 07:42:00,2019-04-05 06:55:00
Wednesday,2019-06-05,2009,2219,2140,AA,American Airlines Inc.,1283,N5DPAA,190,185,159,39,34,MIA,Miami International Airport,ORD,Chicago O'Hare International Airport,1197,8,23,0,N,0,0,0,38,0,1,20,9,2019-06-05 20:09:00,6,20,MIA-ORD,2019-06-05 20:09:00,2019-06-05 22:19:00,2019-06-05 21:40:00
Sunday,2019-02-24,1746,1850,1707,OO,Skywest Airlines Inc.,4099,N820SK,124,122,95,103,101,SLC,Salt Lake City International Airport,SFO,San Francisco International Airport,599,5,24,0,N,0,0,0,103,0,0,17,46,2019-02-24 17:46:00,2,17,SLC-SFO,2019-02-24 17:46:00,2019-02-24 18:50:00,2019-02-25 17:07:00
Wednesday,2019-05-01,1301,1448,1432,OO,Skywest Airlines Inc.,6695,N978SW,107,116,89,16,25,ELP,El Paso International Airport,DEN,Denver International Airport,563,3,15,0,N,0,16,0,0,0,0,13,1,2019-05-01 13:01:00,5,13,ELP-DEN,2019-05-01 13:01:00,2019-05-01 14:48:00,2019-05-01 14:32:00
Thursday,2019-06-13,1330,1847,1800,WN,Southwest Airlines Co.,3161,N779SW,197,190,165,47,40,SAN,San Diego International Airport (Lindbergh Field),HOU,William P. Hobby Airport,1312,18,14,0,N,0,3,0,7,0,37,13,30,2019-06-13 13:30:00,6,13,SAN-HOU,2019-06-13 13:30:00,2019-06-13 18:47:00,2019-06-13 18:00:00
Friday,2019-03-01,2314,754,730,B6,JetBlue Airways,648,N564JB,340,325,313,24,9,SFO,San Francisco International Airport,JFK,John F. Kennedy International Airport (New York International Airport),2586,7,20,0,N,0,9,0,15,0,0,23,14,2019-03-01 23:14:00,3,23,SFO-JFK,2019-03-01 23:14:00,2019-03-02 07:54:00,2019-03-02 07:30:00
Wednesday,2019-02-13,1249,2110,2017,DL,Delta Air Lines Inc.,424,N707TW,321,322,268,53,54,LAS,McCarran International Airport,JFK,John F. Kennedy International Airport (New York International Airport),2248,32,21,0,N,0,0,0,53,0,0,12,49,2019-02-13 12:49:00,2,12,LAS-JFK,2019-02-13 12:49:00,2019-02-13 21:10:00,2019-02-13 20:17:00
Saturday,2019-04-27,1704,2245,2227,F9,Frontier Airlines Inc.,382,N937FR,221,222,203,18,19,DEN,Denver International Airport,FLL,Fort Lauderdale-Hollywood International Airport,1703,4,14,0,N,0,18,0,0,0,0,17,4,2019-04-27 17:04:00,4,17,DEN-FLL,2019-04-27 17:04:00,2019-04-27 22:45:00,2019-04-27 22:27:00
Monday,2019-02-04,1537,1636,1444,US,US Airways Inc.,4,N837AW,119,70,40,112,63,PHX,Phoenix Sky Harbor International Airport,LAS,McCarran International Airport,256,8,71,0,N,0,32,0,49,0,31,15,37,2019-02-04 15:37:00,2,15,PHX-LAS,2019-02-04 15:37:00,2019-02-04 16:36:00,2019-02-05 14:44:00
Monday,2019-06-10,1649,1756,1720,MQ,American Eagle Airlines Inc.,3427,N628AE,67,65,45,36,34,DFW,Dallas/Fort Worth International Airport,TUL,Tulsa International Airport,237,3,19,0,N,0,21,0,2,0,13,16,49,2019-06-10 16:49:00,6,16,DFW-TUL,2019-06-10 16:49:00,2019-06-10 17:56:00,2019-06-10 17:20:00
Wednesday,2019-04-24,1711,1801,1705,MQ,American Eagle Airlines Inc.,3375,N941LT,50,55,32,56,61,DAL,Dallas Love Field,AUS,Austin-Bergstrom International Airport,189,3,15,0,N,0,0,0,0,0,56,17,11,2019-04-24 17:11:00,4,17,DAL-AUS,2019-04-24 17:11:00,2019-04-24 18:01:00,2019-04-25 17:05:00
Saturday,2019-03-02,2024,2315,2229,UA,United Air Lines Inc.,302,N332UA,111,119,89,46,54,ORD,Chicago O'Hare International Airport,ALB,Albany International Airport,723,3,19,0,N,0,14,0,0,0,32,20,24,2019-03-02 20:24:00,3,20,ORD-ALB,2019-03-02 20:24:00,2019-03-02 23:15:00,2019-03-02 22:29:00
Sunday,2019-03-03,1457,1703,1545,AA,American Airlines Inc.,773,N451AA,186,190,156,78,82,RSW,Southwest Florida International Airport,ORD,Chicago O'Hare International Airport,1120,6,24,0,N,0,0,0,71,0,7,14,57,2019-03-03 14:57:00,3,14,RSW-ORD,2019-03-03 14:57:00,2019-03-03 17:03:00,2019-03-03 15:45:00
Wednesday,2019-05-01,840,1327,1225,OO,Skywest Airlines Inc.,6234,N760SK,167,180,144,62,75,LAX,Los Angeles International Airport,DFW,Dallas/Fort Worth International Airport,1235,9,14,0,N,0,0,0,0,0,62,8,40,2019-05-01 08:40:00,5,8,LAX-DFW,2019-05-01 08:40:00,2019-05-01 13:27:00,2019-05-01 12:25:00
Friday,2019-04-05,1559,1755,1727,DL,Delta Air Lines Inc.,1056,N923DL,116,102,84,28,14,ATL,Hartsfield-Jackson Atlanta International Airport,RSW,Southwest Florida International Airport,515,3,29,0,N,0,0,0,14,0,14,15,59,2019-04-05 15:59:00,4,15,ATL-RSW,2019-04-05 15:59:00,2019-04-05 17:55:00,2019-04-05 17:27:00
Friday,2019-02-22,1718,1819,1640,WN,Southwest Airlines Co.,442,N760SW,61,65,46,99,103,BWI,Baltimore-Washington International Airport,RDU,Raleigh-Durham International Airport,255,5,10,0,N,0,6,0,0,0,93,17,18,2019-02-22 17:18:00,2,17,BWI-RDU,2019-02-22 17:18:00,2019-02-22 18:19:00,2019-02-23 16:40:00
Saturday,2019-05-11,1941,2135,2044,DL,Delta Air Lines Inc.,1400,N6700,114,114,91,51,51,MIA,Miami International Airport,ATL,Hartsfield-Jackson Atlanta International Airport,595,9,14,0,N,0,51,0,0,0,0,19,41,2019-05-11 19:41:00,5,19,MIA-ATL,2019-05-11 19:41:00,2019-05-11 21:35:00,2019-05-11 20:44:00
Thursday,2019-03-07,1857,2110,1905,MQ,American Eagle Airlines Inc.,3997,N631AE,133,110,75,125,102,XNA,Northwest Arkansas Regional Airport,ORD,Chicago O'Hare International Airport,522,39,19,0,N,0,0,0,23,0,102,18,57,2019-03-07 18:57:00,3,18,XNA-ORD,2019-03-07 18:57:00,2019-03-07 21:10:00,2019-03-07 19:05:00
Friday,2019-02-15,1349,1616,1540,AA,American Airlines Inc.,1992,N579AA,147,155,133,36,44,IAH,George Bush Intercontinental Airport,ORD,Chicago O'Hare International Airport,925,4,10,0,N,0,0,0,0,0,36,13,49,2019-02-15 13:49:00,2,13,IAH-ORD,2019-02-15 13:49:00,2019-02-15 16:16:00,2019-02-15 15:40:00
Sunday,2019-03-10,1220,1415,1305,MQ,American Eagle Airlines Inc.,4119,N851AE,175,165,147,70,60,PVD,Theodore Francis Green State Airport,ORD,Chicago O'Hare International Airport,849,9,19,0,N,0,0,0,10,0,60,12,20,2019-03-10 12:20:00,3,12,PVD-ORD,2019-03-10 12:20:00,2019-03-10 14:15:00,2019-03-10 13:05:00
Friday,2019-01-04,1737,1911,1845,WN,Southwest Airlines Co.,440,N751SW,94,75,64,26,7,LAX,Los Angeles International Airport,OAK,Oakland International Airport,337,6,24,0,N,0,0,0,19,0,7,17,37,2019-01-04 17:37:00,1,17,LAX-OAK,2019-01-04 17:37:00,2019-01-04 19:11:00,2019-01-04 18:45:00
Friday,2019-06-21,2021,2117,2050,WN,Southwest Airlines Co.,3181,N425LV,56,65,46,27,36,LAS,McCarran International Airport,BUR,Bob Hope Airport (Hollywood Burbank Airport),223,2,8,0,N,0,26,0,0,0,1,20,21,2019-06-21 20:21:00,6,20,LAS-BUR,2019-06-21 20:21:00,2019-06-21 21:17:00,2019-06-21 20:50:00
Sunday,2019-04-07,2111,18,2355,WN,Southwest Airlines Co.,2011,N224WN,127,125,104,23,21,MDW,Chicago Midway International Airport,PVD,Theodore Francis Green State Airport,842,4,19,0,N,0,0,0,2,0,21,21,11,2019-04-07 21:11:00,4,21,MDW-PVD,2019-04-07 21:11:00,2019-04-08 00:18:00,2019-04-07 23:55:00
Tuesday,2019-01-22,1612,1808,1610,MQ,American Eagle Airlines Inc.,3981,N645AE,116,120,95,118,122,ORD,Chicago O'Hare International Airport,ICT,Wichita Dwight D. Eisenhower National Airport (Wichita Mid-Continent Airport),588,7,14,0,N,0,56,0,0,0,62,16,12,2019-01-22 16:12:00,1,16,ORD-ICT,2019-01-22 16:12:00,2019-01-22 18:08:00,2019-01-23 16:10:00
Tuesday,2019-04-16,744,910,759,MQ,American Eagle Airlines Inc.,3932,N622AE,86,94,62,71,79,SGF,Springfield-Branson National Airport,ORD,Chicago O'Hare International Airport,438,7,17,0,N,0,71,0,0,0,0,7,44,2019-04-16 07:44:00,4,7,SGF-ORD,2019-04-16 07:44:00,2019-04-16 09:10:00,2019-04-16 07:59:00
Wednesday,2019-04-10,1740,1901,1732,UA,United Air Lines Inc.,926,N340UA,81,78,58,89,86,LAX,Los Angeles International Airport,SFO,San Francisco International Airport,337,4,19,0,N,0,0,0,3,0,86,17,40,2019-04-10 17:40:00,4,17,LAX-SFO,2019-04-10 17:40:00,2019-04-10 19:01:00,2019-04-11 17:32:00
Monday,2019-02-18,1324,1641,1314,US,US Airways Inc.,2170,N744P,197,74,44,207,84,DCA,Ronald Reagan Washington National Airport,LGA,LaGuardia Airport (Marine Air Terminal),214,6,147,0,N,0,0,0,123,0,84,13,24,2019-02-18 13:24:00,2,13,DCA-LGA,2019-02-18 13:24:00,2019-02-18 16:41:00,2019-02-19 13:14:00
Sunday,2019-06-30,1730,1826,1740,MQ,American Eagle Airlines Inc.,3669,N925AE,56,55,41,46,45,DFW,Dallas/Fort Worth International Airport,SJT,San Angelo Regional Airport (Mathis Field),228,3,12,0,N,0,38,0,1,0,7,17,30,2019-06-30 17:30:00,6,17,DFW-SJT,2019-06-30 17:30:00,2019-06-30 18:26:00,2019-06-30 17:40:00
Sunday,2019-06-30,840,1420,1404,UA,United Air Lines Inc.,1675,N408UA,280,291,261,16,27,ORD,Chicago O'Hare International Airport,SJU,Luis Muñoz Marín International Airport,2072,3,16,0,N,0,16,0,0,0,0,8,40,2019-06-30 08:40:00,6,8,ORD-SJU,2019-06-30 08:40:00,2019-06-30 14:20:00,2019-06-30 14:04:00
Wednesday,2019-01-02,2243,32,2344,US,US Airways Inc.,1792,N165US,109,99,83,48,38,CLT,Charlotte Douglas International Airport,BUF,Buffalo Niagara International Airport,546,6,20,0,N,0,38,0,10,0,0,22,43,2019-01-02 22:43:00,1,22,CLT-BUF,2019-01-02 22:43:00,2019-01-03 00:32:00,2019-01-02 23:44:00
Thursday,2019-01-17,914,1115,1055,DL,Delta Air Lines Inc.,1193,N393DA,301,300,271,20,19,CVG,Cincinnati/Northern Kentucky International Airport,SFO,San Francisco International Airport,2036,6,24,0,N,0,4,0,1,0,15,9,14,2019-01-17 09:14:00,1,9,CVG-SFO,2019-01-17 09:14:00,2019-01-17 11:15:00,2019-01-17 10:55:00
Thursday,2019-05-30,2028,2149,2110,WN,Southwest Airlines Co.,3339,N251WN,81,85,70,39,43,STL,St. Louis International Airport at Lambert Field,OKC,Will Rogers World Airport,462,4,7,0,N,0,0,0,0,0,39,20,28,2019-05-30 20:28:00,5,20,STL-OKC,2019-05-30 20:28:00,2019-05-30 21:49:00,2019-05-30 21:10:00
Tuesday,2019-06-04,1255,2131,2003,UA,United Air Lines Inc.,10,N508UA,336,343,311,88,95,SFO,San Francisco International Airport,JFK,John F. Kennedy International Airport (New York International Airport),2586,5,20,0,N,0,0,0,37,0,51,12,55,2019-06-04 12:55:00,6,12,SFO-JFK,2019-06-04 12:55:00,2019-06-04 21:31:00,2019-06-04 20:03:00
Friday,2019-05-31,23,450,345,B6,JetBlue Airways,727,N644JB,267,226,211,65,24,JFK,John F. Kennedy International Airport (New York International Airport),BQN,Rafael Hernández Airport,1576,8,48,0,N,0,0,0,65,0,0,0,23,2019-05-31 00:23:00,5,0,JFK-BQN,2019-05-31 00:23:00,2019-05-31 04:50:00,2019-05-31 03:45:00
Tuesday,2019-05-07,1126,1710,1159,UA,United Air Lines Inc.,1210,N516UA,224,234,199,311,321,SEA,Seattle-Tacoma International Airport,ORD,Chicago O'Hare International Airport,1721,10,15,0,N,0,311,0,0,0,0,11,26,2019-05-07 11:26:00,5,11,SEA-ORD,2019-05-07 11:26:00,2019-05-07 17:10:00,2019-05-07 11:59:00
Sunday,2019-03-17,2107,5,2349,F9,Frontier Airlines Inc.,546,N943FR,118,133,98,16,31,DEN,Denver International Airport,MDW,Chicago Midway International Airport,895,7,13,0,N,0,1,0,15,0,0,21,7,2019-03-17 21:07:00,3,21,DEN-MDW,2019-03-17 21:07:00,2019-03-18 00:05:00,2019-03-17 23:49:00
Saturday,2019-03-09,1608,1823,1540,B6,JetBlue Airways,1121,N198JB,135,130,122,163,158,RIC,Richmond International Airport,FLL,Fort Lauderdale-Hollywood International Airport,805,2,11,0,N,0,28,0,5,0,130,16,8,2019-03-09 16:08:00,3,16,RIC-FLL,2019-03-09 16:08:00,2019-03-09 18:23:00,2019-03-10 15:40:00
Sunday,2019-04-21,1305,1845,1810,UA,United Air Lines Inc.,1194,N548UA,220,224,201,35,39,DEN,Denver International Airport,LGA,LaGuardia Airport (Marine Air Terminal),1619,4,15,0,N,0,0,0,35,0,0,13,5,2019-04-21 13:05:00,4,13,DEN-LGA,2019-04-21 13:05:00,2019-04-21 18:45:00,2019-04-21 18:10:00
Thursday,2019-06-27,1014,1151,1054,OO,Skywest Airlines Inc.,6159,N925SW,97,50,24,57,10,ORD,Chicago O'Hare International Airport,MSN,Dane County Regional Airport,109,3,70,0,N,0,0,0,47,0,10,10,14,2019-06-27 10:14:00,6,10,ORD-MSN,2019-06-27 10:14:00,2019-06-27 11:51:00,2019-06-27 10:54:00
Monday,2019-06-10,1235,1523,1457,EV,Atlantic Southeast Airlines,4676,N922EV,108,107,82,26,25,SHV,Shreveport Regional Airport,ATL,Hartsfield-Jackson Atlanta International Airport,552,16,10,0,N,0,1,0,1,0,24,12,35,2019-06-10 12:35:00,6,12,SHV-ATL,2019-06-10 12:35:00,2019-06-10 15:23:00,2019-06-10 14:57:00
Thursday,2019-04-11,1526,1640,1605,WN,Southwest Airlines Co.,249,N550WN,74,75,61,35,36,RNO,Reno/Tahoe International Airport,LAS,McCarran International Airport,345,7,6,0,N,0,0,0,0,0,35,15,26,2019-04-11 15:26:00,4,15,RNO-LAS,2019-04-11 15:26:00,2019-04-11 16:40:00,2019-04-11 16:05:00
Friday,2019-03-01,1209,1326,1240,UA,United Air Lines Inc.,403,N461UA,137,144,122,46,53,DEN,Denver International Airport,SNA,John Wayne Airport (Orange County Airport),846,5,10,0,N,0,46,0,0,0,0,12,9,2019-03-01 12:09:00,3,12,DEN-SNA,2019-03-01 12:09:00,2019-03-01 13:26:00,2019-03-01 12:40:00
Friday,2019-02-01,1935,2130,2050,WN,Southwest Airlines Co.,619,N622SW,235,225,215,40,30,MCI,Kansas City International Airport,LAX,Los Angeles International Airport,1363,9,11,0,N,0,0,0,10,0,30,19,35,2019-02-01 19:35:00,2,19,MCI-LAX,2019-02-01 19:35:00,2019-02-01 21:30:00,2019-02-01 20:50:00
Sunday,2019-04-28,1043,1310,1212,EV,Atlantic Southeast Airlines,4760,N716EV,87,87,70,58,58,LIT,Bill and Hillary Clinton National Airport (Adams Field),ATL,Hartsfield-Jackson Atlanta International Airport,453,7,10,0,N,0,58,0,0,0,0,10,43,2019-04-28 10:43:00,4,10,LIT-ATL,2019-04-28 10:43:00,2019-04-28 13:10:00,2019-04-28 12:12:00
Sunday,2019-03-31,1615,2010,1845,WN,Southwest Airlines Co.,1410,N214WN,175,185,161,85,95,AUS,Austin-Bergstrom International Airport,BWI,Baltimore-Washington International Airport,1342,5,9,0,N,0,2,0,0,0,83,16,15,2019-03-31 16:15:00,3,16,AUS-BWI,2019-03-31 16:15:00,2019-03-31 20:10:00,2019-03-31 18:45:00
Tuesday,2019-06-18,1849,2106,2029,EV,Atlantic Southeast Airlines,4211,N683BR,137,150,119,37,50,SWF,Stewart International Airport,ATL,Hartsfield-Jackson Atlanta International Airport,784,8,10,0,N,0,0,37,0,0,0,18,49,2019-06-18 18:49:00,6,18,SWF-ATL,2019-06-18 18:49:00,2019-06-18 21:06:00,2019-06-18 20:29:00
Friday,2019-01-04,1421,1622,1538,US,US Airways Inc.,994,N420US,121,113,101,44,36,RSW,Southwest Florida International Airport,CLT,Charlotte Douglas International Airport,600,4,16,0,N,0,0,0,8,0,36,14,21,2019-01-04 14:21:00,1,14,RSW-CLT,2019-01-04 14:21:00,2019-01-04 16:22:00,2019-01-04 15:38:00
Thursday,2019-01-17,1738,1913,1840,EV,Atlantic Southeast Airlines,4382,N634AS,95,105,81,33,43,GNV,Gainesville Regional Airport,ATL,Hartsfield-Jackson Atlanta International Airport,300,10,4,0,N,0,0,33,0,0,0,17,38,2019-01-17 17:38:00,1,17,GNV-ATL,2019-01-17 17:38:00,2019-01-17 19:13:00,2019-01-17 18:40:00
Sunday,2019-04-28,1303,1328,1215,EV,Atlantic Southeast Airlines,4682,N923EV,85,78,60,73,66,ATL,Hartsfield-Jackson Atlanta International Airport,JAN,Jackson-Evers International Airport,341,4,21,0,N,0,3,63,7,0,0,13,3,2019-04-28 13:03:00,4,13,ATL-JAN,2019-04-28 13:03:00,2019-04-28 13:28:00,2019-04-29 12:15:00
Wednesday,2019-03-27,2031,2308,2207,OO,Skywest Airlines Inc.,6703,N756SK,157,102,79,61,6,ORD,Chicago O'Hare International Airport,MEM,Memphis International Airport,491,6,72,0,N,0,0,0,0,0,61,20,31,2019-03-27 20:31:00,3,20,ORD-MEM,2019-03-27 20:31:00,2019-03-27 23:08:00,2019-03-27 22:07:00
Friday,2019-02-08,1816,1926,1850,AA,American Airlines Inc.,357,N3BPAA,130,125,107,36,31,DFW,Dallas/Fort Worth International Airport,DEN,Denver International Airport,641,7,16,0,N,0,11,0,5,0,20,18,16,2019-02-08 18:16:00,2,18,DFW-DEN,2019-02-08 18:16:00,2019-02-08 19:26:00,2019-02-08 18:50:00
Friday,2019-01-18,2032,2359,2330,AA,American Airlines Inc.,1538,N465AA,147,140,127,29,22,DFW,Dallas/Fort Worth International Airport,MCO,Orlando International Airport,984,4,16,0,N,0,10,0,7,0,12,20,32,2019-01-18 20:32:00,1,20,DFW-MCO,2019-01-18 20:32:00,2019-01-18 23:59:00,2019-01-18 23:30:00
Monday,2019-05-06,1819,2023,1900,AA,American Airlines Inc.,1147,N3ALAA,244,245,223,83,84,DFW,Dallas/Fort Worth International Airport,SEA,Seattle-Tacoma International Airport,1660,6,15,0,N,0,10,0,0,0,73,18,19,2019-05-06 18:19:00,5,18,DFW-SEA,2019-05-06 18:19:00,2019-05-06 20:23:00,2019-05-06 19:00:00
Tuesday,2019-03-26,1831,1937,1900,WN,Southwest Airlines Co.,1667,N904WN,66,65,48,37,36,LAS,McCarran International Airport,BUR,Bob Hope Airport (Hollywood Burbank Airport),223,2,16,0,N,0,32,0,1,0,4,18,31,2019-03-26 18:31:00,3,18,LAS-BUR,2019-03-26 18:31:00,2019-03-26 19:37:00,2019-03-26 19:00:00
Monday,2019-03-11,1056,1259,1235,EV,Atlantic Southeast Airlines,4228,N718EV,123,135,98,24,36,ATL,Hartsfield-Jackson Atlanta International Airport,SYR,Syracuse Hancock International Airport,793,3,22,0,N,0,24,0,0,0,0,10,56,2019-03-11 10:56:00,3,10,ATL-SYR,2019-03-11 10:56:00,2019-03-11 12:59:00,2019-03-11 12:35:00
Thursday,2019-01-03,2003,2257,2240,OO,Skywest Airlines Inc.,2705,N417SW,114,120,94,17,23,MKE,General Mitchell International Airport,RDU,Raleigh-Durham International Airport,689,5,15,0,N,0,17,0,0,0,0,20,3,2019-01-03 20:03:00,1,20,MKE-RDU,2019-01-03 20:03:00,2019-01-03 22:57:00,2019-01-03 22:40:00
Thursday,2019-03-14,1925,2242,2215,AA,American Airlines Inc.,1060,N515AA,137,140,115,27,30,STL,St. Louis International Airport at Lambert Field,LGA,LaGuardia Airport (Marine Air Terminal),887,8,14,0,N,0,0,0,27,0,0,19,25,2019-03-14 19:25:00,3,19,STL-LGA,2019-03-14 19:25:00,2019-03-14 22:42:00,2019-03-14 22:15:00
Wednesday,2019-01-02,1316,1456,1440,MQ,American Eagle Airlines Inc.,3829,N942AE,100,105,78,16,21,DFW,Dallas/Fort Worth International Airport,PNS,Pensacola International Airport (Pensacola Gulf Coast Regional Airport),604,3,19,0,N,0,16,0,0,0,0,13,16,2019-01-02 13:16:00,1,13,DFW-PNS,2019-01-02 13:16:00,2019-01-02 14:56:00,2019-01-02 14:40:00
Sunday,2019-05-05,2141,2346,2250,MQ,American Eagle Airlines Inc.,4090,N662EH,125,120,107,56,51,ORD,Chicago O'Hare International Airport,OKC,Will Rogers World Airport,693,6,12,0,N,0,51,0,5,0,0,21,41,2019-05-05 21:41:00,5,21,ORD-OKC,2019-05-05 21:41:00,2019-05-05 23:46:00,2019-05-05 22:50:00
Thursday,2019-06-20,1919,2239,2211,DL,Delta Air Lines Inc.,135,N3758Y,200,181,109,28,9,JFK,John F. Kennedy International Airport (New York International Airport),ATL,Hartsfield-Jackson Atlanta International Airport,760,6,85,0,N,0,9,0,19,0,0,19,19,2019-06-20 19:19:00,6,19,JFK-ATL,2019-06-20 19:19:00,2019-06-20 22:39:00,2019-06-20 22:11:00
Sunday,2019-03-31,1756,1959,1904,US,US Airways Inc.,415,N644AW,243,234,217,55,46,ORD,Chicago O'Hare International Airport,PHX,Phoenix Sky Harbor International Airport,1440,6,20,0,N,0,16,0,9,0,30,17,56,2019-03-31 17:56:00,3,17,ORD-PHX,2019-03-31 17:56:00,2019-03-31 19:59:00,2019-03-31 19:04:00
Saturday,2019-03-30,2044,2131,2037,EV,Atlantic Southeast Airlines,4255,N931EV,47,47,22,54,54,ATL,Hartsfield-Jackson Atlanta International Airport,CHA,Chattanooga Metropolitan Airport (Lovell Field),106,5,20,0,N,0,44,10,0,0,0,20,44,2019-03-30 20:44:00,3,20,ATL-CHA,2019-03-30 20:44:00,2019-03-30 21:31:00,2019-03-31 20:37:00
Thursday,2019-06-20,1402,1616,1559,DL,Delta Air Lines Inc.,914,N718TW,134,139,106,17,22,ATL,Hartsfield-Jackson Atlanta International Airport,LGA,LaGuardia Airport (Marine Air Terminal),761,13,15,0,N,0,0,0,0,0,17,14,2,2019-06-20 14:02:00,6,14,ATL-LGA,2019-06-20 14:02:00,2019-06-20 16:16:00,2019-06-20 15:59:00
Tuesday,2019-06-04,1743,2000,1800,OO,Skywest Airlines Inc.,6082,N705SK,137,141,115,120,124,PDX,Portland International Airport,LAX,Los Angeles International Airport,834,12,10,0,N,0,120,0,0,0,0,17,43,2019-06-04 17:43:00,6,17,PDX-LAX,2019-06-04 17:43:00,2019-06-04 20:00:00,2019-06-04 18:00:00
Thursday,2019-06-20,1005,1119,1104,US,US Airways Inc.,42,N902AW,74,79,51,15,20,SNA,John Wayne Airport (Orange County Airport),PHX,Phoenix Sky Harbor International Airport,338,13,10,0,N,0,0,0,14,0,1,10,5,2019-06-20 10:05:00,6,10,SNA-PHX,2019-06-20 10:05:00,2019-06-20 11:19:00,2019-06-20 11:04:00
Friday,2019-02-22,2011,2258,2150,B6,JetBlue Airways,578,N608JB,167,160,141,68,61,MCO,Orlando International Airport,SWF,Stewart International Airport,989,7,19,0,N,0,8,0,7,0,53,20,11,2019-02-22 20:11:00,2,20,MCO-SWF,2019-02-22 20:11:00,2019-02-22 22:58:00,2019-02-22 21:50:00
Tuesday,2019-03-19,1907,2003,1930,MQ,American Eagle Airlines Inc.,4353,N653AE,56,60,34,33,37,ORD,Chicago O'Hare International Airport,CID,The Eastern Iowa Airport,196,8,14,0,N,0,9,0,0,0,24,19,7,2019-03-19 19:07:00,3,19,ORD-CID,2019-03-19 19:07:00,2019-03-19 20:03:00,2019-03-19 19:30:00
Tuesday,2019-02-26,1619,1723,1705,DL,Delta Air Lines Inc.,1151,N926DL,64,60,37,18,14,ATL,Hartsfield-Jackson Atlanta International Airport,SAV,Savannah/Hilton Head International Airport,215,5,22,0,N,0,0,0,4,0,14,16,19,2019-02-26 16:19:00,2,16,ATL-SAV,2019-02-26 16:19:00,2019-02-26 17:23:00,2019-02-26 17:05:00
Saturday,2019-03-02,1839,1934,1911,US,US Airways Inc.,287,N308AW,115,124,99,23,32,PHX,Phoenix Sky Harbor International Airport,SJC,Norman Y. Mineta San José International Airport,621,6,10,0,N,0,3,0,0,0,20,18,39,2019-03-02 18:39:00,3,18,PHX-SJC,2019-03-02 18:39:00,2019-03-02 19:34:00,2019-03-02 19:11:00
Thursday,2019-01-17,1744,2043,1940,UA,United Air Lines Inc.,1228,N312UA,119,119,93,63,63,ORD,Chicago O'Hare International Airport,ALB,Albany International Airport,723,4,22,0,N,0,0,16,0,0,47,17,44,2019-01-17 17:44:00,1,17,ORD-ALB,2019-01-17 17:44:00,2019-01-17 20:43:00,2019-01-17 19:40:00
Saturday,2019-03-02,1936,2241,2225,WN,Southwest Airlines Co.,2193,N227WN,125,130,115,16,21,BNA,Nashville International Airport,BDL,Bradley International Airport,852,3,7,0,N,0,0,0,0,0,16,19,36,2019-03-02 19:36:00,3,19,BNA-BDL,2019-03-02 19:36:00,2019-03-02 22:41:00,2019-03-02 22:25:00
Tuesday,2019-03-12,2009,2106,2042,AS,Alaska Airlines Inc.,329,N585AS,57,62,41,24,29,GEG,Spokane International Airport,SEA,Seattle-Tacoma International Airport,224,5,11,0,N,0,0,0,0,0,24,20,9,2019-03-12 20:09:00,3,20,GEG-SEA,2019-03-12 20:09:00,2019-03-12 21:06:00,2019-03-12 20:42:00
Wednesday,2019-03-06,1822,1928,1905,OO,Skywest Airlines Inc.,2504,N498CA,66,65,43,23,22,MSP,Minneapolis-Saint Paul International Airport,MKE,General Mitchell International Airport,297,7,16,0,N,0,23,0,0,0,0,18,22,2019-03-06 18:22:00,3,18,MSP-MKE,2019-03-06 18:22:00,2019-03-06 19:28:00,2019-03-06 19:05:00
